gid,grid_rank,RiskScore_A_grid,RiskScore_A_norm_grid,예상_감소량_상대,적용후_위험도,is_top15,grid_area,piece_count
다사727437,269,0.13656287222138186,0.2050970153495069,0.0,0.2050970153495069,False,6321.5449704237535,3
다사726446,270,0.13596223338289087,0.20419494562093674,0.0,0.20419494562093674,False,9999.999933638162,7
다사732474,271,0.13553583589817586,0.203554560353367,0.0,0.203554560353367,False,10000.000000005566,3
다사743476,272,0.13549211237694309,0.20348889416196708,0.0,0.20348889416196708,False,10000.00000000009,6
다사730461,273,0.13538773531899786,0.2033321354272736,0.0,0.2033321354272736,False,10000.0071817977,6
다사740469,274,0.13526342992402168,0.20314544731002218,0.0,0.20314544731002218,False,9999.999894997187,16
다사727443,275,0.1349514945870072,0.20267696707404706,0.0,0.20267696707404706,False,9999.998387702928,10
다사739484,276,0.13459972725847696,0.20214866514244986,0.0,0.20214866514244986,False,2165.956970505462,3
다사725454,277,0.13405908877937717,0.2013367069824991,0.0,0.2013367069824991,False,9999.993099101954,4
다사736453,278,0.1338154449678687,0.20097079040696192,0.0,0.20097079040696192,False,7841.477738860285,5
다사730451,279,0.13357983854059188,0.20061694478080003,0.0,0.20061694478080003,False,10000.000000137403,6
다사736464,280,0.1331183761736633,0.19992389730300725,0.0,0.19992389730300725,False,9999.999999943571,3
다사730447,281,0.1327932547896948,0.19943561359607015,0.0,0.19943561359607015,False,9999.999955788418,4
다사731472,282,0.132775805610976,0.19940940753861608,0.0,0.19940940753861608,False,10000.000564092898,3
다사736456,283,0.1287207970650847,0.19331939100300288,0.0,0.19331939100300288,False,10000.00000003675,5
다사730458,284,0.1285472465933127,0.19305874414347263,0.0,0.19305874414347263,False,9999.999073328581,8
다사743483,285,0.12826690880039956,0.1926377186943084,0.0,0.1926377186943084,False,9999.992014677546,4
다사741469,286,0.12821138673077664,0.1925543328473322,0.0,0.1925543328473322,False,10000.000100668942,13
다사735474,287,0.12788798985562538,0.19206863909479194,0.0,0.19206863909479194,False,10000.000000006137,3
다사726460,288,0.1253591528120709,0.18827070396424267,0.0,0.18827070396424267,False,10000.00004166536,7
다사736476,289,0.12412411203788076,0.1864158573833161,0.0,0.1864158573833161,False,9999.999999958272,4
다사729440,290,0.12407472970182752,0.1863416924981554,0.0,0.1863416924981554,False,6251.021514595989,6
다사723446,291,0.12343807527726385,0.18538553274431405,0.0,0.18538553274431405,False,9999.999519791396,6
다사733476,292,0.1232037459788445,0.18503360517474127,0.0,0.18503360517474127,False,9999.999999984682,8
다사735451,293,0.1230454831197464,0.18479591802366058,0.0,0.18479591802366058,False,9211.627657851903,5
다사732449,294,0.12276645597710123,0.18437686097523198,0.0,0.18437686097523198,False,10000.000000116448,4
다사729464,295,0.1219021291179872,0.1830787712660222,0.0,0.1830787712660222,False,10000.000120946583,4
다사724447,296,0.12177861763392189,0.18289327548425424,0.0,0.18289327548425424,False,9999.999979680642,7
다사722443,297,0.11990091556749234,0.18007324773237746,0.0,0.18007324773237746,False,8795.579303373603,10
다사755483,298,0.11950500682957158,0.1794786520038495,0.0,0.1794786520038495,False,10000.000000042302,4
다사735452,299,0.11792637651770192,0.17710778531044943,0.0,0.17710778531044943,False,9999.042975623697,3
다사737472,300,0.1178118896742015,0.17693584318945582,0.0,0.17693584318945582,False,10000.000000112257,7
다사739466,301,0.11711276214407407,0.17588585817196617,0.0,0.17588585817196617,False,5280.954349755628,4
다사726451,302,0.11696077205905134,0.17565759178964852,0.0,0.17565759178964852,False,10000.000000022306,3
다사750480,303,0.11582810392248202,0.17395649360378684,0.0,0.17395649360378684,False,9999.99999989519,3
다사732467,304,0.11548414609431958,0.1734399203740743,0.0,0.1734399203740743,False,9999.999999939268,5
다사724444,305,0.11488816549856415,0.1725448466295978,0.0,0.1725448466295978,False,9999.999999971056,3
다사745480,306,0.11467928830875723,0.17223114432159023,0.0,0.17223114432159023,False,3832.1922882635986,3
다사736459,307,0.1145537182682756,0.17204255689587797,0.0,0.17204255689587797,False,10000.000000032633,5
다사729466,308,0.11423188241073082,0.17155920755838103,0.0,0.17155920755838103,False,9984.31138819242,4
다사733449,309,0.11419740831140389,0.17150743261572055,0.0,0.17150743261572055,False,4042.8367639212192,5
다사732462,310,0.11409985371187804,0.1713609201934867,0.0,0.1713609201934867,False,9999.999999996728,7
다사734460,311,0.11396732549856244,0.171161882632556,0.0,0.171161882632556,False,10000.000908486103,6
다사728462,312,0.11364084941412474,0.17067156436806744,0.0,0.17067156436806744,False,10000.00000007151,3
다사733454,313,0.1135135882204442,0.17048043708310973,0.0,0.17048043708310973,False,10000.000145150541,5
다사725438,314,0.11260997504925703,0.1691233452072113,0.0,0.1691233452072113,False,9981.591808185103,8
다사755482,315,0.11212144598215877,0.16838964759274622,0.0,0.16838964759274622,False,10000.000002426163,5
다사731452,316,0.11159847634301248,0.16760422538858055,0.0,0.16760422538858055,False,10000.000012680752,10
다사729467,317,0.11127506966084831,0.16711851690737323,0.0,0.16711851690737323,False,10000.00000021099,4
다사739475,318,0.1102250426499577,0.1655415333358728,0.0,0.1655415333358728,False,9999.999999983771,3
다사730473,319,0.10844780484159225,0.16287238787830546,0.0,0.16287238787830546,False,10000.000000200733,7
다사726442,320,0.10843666477991425,0.16285565717131456,0.0,0.16285565717131456,False,10000.000000013799,10
다사721445,321,0.10753363912110572,0.1614994476511647,0.0,0.1614994476511647,False,4316.80068180709,6
다사749484,322,0.10738177431284536,0.16127136941581288,0.0,0.16127136941581288,False,9999.999999926424,6
다사752483,323,0.1060720582010154,0.15930437164312378,0.0,0.15930437164312378,False,10000.000000206097,7
다사746481,324,0.10559751507561632,0.15859167882192857,0.0,0.15859167882192857,False,10000.000000041475,5
다사726441,325,0.10526998393569231,0.15809977602185024,0.0,0.15809977602185024,False,10000.000000024964,8
다사730452,326,0.10505605582937844,0.15777848799245658,0.0,0.15777848799245658,False,10000.000000033686,4
다사727460,327,0.10478233673522938,0.15736740283921571,0.0,0.15736740283921571,False,9999.999999881125,6
다사751483,328,0.10321000172234276,0.1550059907436221,0.0,0.1550059907436221,False,9999.99999977261,5
다사753486,329,0.10266218387089827,0.1541832502398613,0.0,0.1541832502398613,False,9896.014851823027,3
다사728463,330,0.1024852303669935,0.15391749253488513,0.0,0.15391749253488513,False,9963.92219578899,4
다사733465,331,0.10239935729877149,0.15378852402606022,0.0,0.15378852402606022,False,10000.002169341271,5
다사750479,332,0.10204720447203251,0.1532596431337927,0.0,0.1532596431337927,False,9808.409531852214,3
다사743479,333,0.10200943660881533,0.15320292145024889,0.0,0.15320292145024889,False,8864.149991456194,3
다사730459,334,0.10135824816374417,0.1522249337707157,0.0,0.1522249337707157,False,10000.004212411299,6
다사753484,335,0.10070933198434895,0.1512503586944811,0.0,0.1512503586944811,False,9999.999999995845,4
다사726459,336,0.09935102195377603,0.14921038012154816,0.0,0.14921038012154816,False,9999.999999892956,6
다사727470,337,0.09686098367140011,0.145470714929142,0.0,0.145470714929142,False,874.9031892224737,4
다사725443,338,0.09659452870568283,0.14507053941068132,0.0,0.14507053941068132,False,9999.999815470175,3
다사738471,339,0.09636433759150811,0.1447248267751073,0.0,0.1447248267751073,False,9999.999999802094,9
다사728437,340,0.09561766238884643,0.1436034322627457,0.0,0.1436034322627457,False,8115.373832330472,7
다사741483,341,0.09423371426999749,0.14152494911460023,0.0,0.14152494911460023,False,9999.98419214192,5
다사753481,342,0.09414769791808437,0.14139576541509485,0.0,0.14139576541509485,False,9999.999999952988,4
다사721444,343,0.09390767079518599,0.14103528056508685,0.0,0.14103528056508685,False,9938.90545624669,8
다사724451,344,0.09354471070849828,0.1404901687842657,0.0,0.1404901687842657,False,9918.41332650483,5
다사726437,345,0.09311970531961092,0.13985187423648449,0.0,0.13985187423648449,False,3621.3549450650776,7
다사721443,346,0.09111771480619851,0.1368451838207082,0.0,0.1368451838207082,False,4298.260362150933,6
다사728465,347,0.09071960035027353,0.1362472754335344,0.0,0.1362472754335344,False,5149.393442533943,5
다사727450,348,0.09030862955216483,0.1356300587426665,0.0,0.1356300587426665,False,9999.999999896132,9
다사730440,349,0.0900467929334937,0.13523681929093911,0.0,0.13523681929093911,False,1285.069181474672,6
다사724453,350,0.08932359144787141,0.13415067879180687,0.0,0.13415067879180687,False,9695.84367761031,5
다사727448,351,0.0892957149238142,0.13410881242073946,0.0,0.13410881242073946,False,9999.999999892556,4
다사726439,352,0.08875822891447502,0.13330158879901538,0.0,0.13330158879901538,False,6947.8693821372035,4
다사724450,353,0.08867431368674329,0.13317556067387282,0.0,0.13317556067387282,False,10000.000000024429,5
다사753476,354,0.08799988533403014,0.13216267012786612,0.0,0.13216267012786612,False,4336.3721096512145,3
다사752484,355,0.08777863038201066,0.13183037827172436,0.0,0.13183037827172436,False,9999.999999952477,5
다사738455,356,0.08745841940919472,0.1313494692681392,0.0,0.1313494692681392,False,9999.999788861158,7
다사753485,357,0.08731322566400596,0.1311314099720711,0.0,0.1311314099720711,False,10000.000000052481,3
다사735460,358,0.0865267430021964,0.12995023060803587,0.0,0.12995023060803587,False,9999.999427985298,5
다사725457,359,0.08619617461630404,0.1294537663186387,0.0,0.1294537663186387,False,8344.120121448113,4
다사727466,360,0.08509314960444563,0.12779718767388615,0.0,0.12779718767388615,False,1381.8763859283156,3
다사733462,361,0.08429402045745646,0.12659701517999936,0.0,0.12659701517999936,False,10000.000000029742,9
다사742477,362,0.08407880392043532,0.1262737921203281,0.0,0.1262737921203281,False,9999.999999945452,3
다사729455,363,0.08288962600765964,0.12448782469988261,0.0,0.12448782469988261,False,10000.002525885902,3
다사726449,364,0.08178922856193231,0.12283519226658819,0.0,0.12283519226658819,False,9999.99989213392,9
다사725437,365,0.08150498299222142,0.12240829792096021,0.0,0.12240829792096021,False,3793.945640118717,8
다사729449,366,0.08145964585780609,0.1223402083238257,0.0,0.1223402083238257,False,10000.00008096218,6
다사727453,367,0.07944132343059125,0.11930898981544756,0.0,0.11930898981544756,False,9999.998243738868,4
다사731450,368,0.07733297905713973,0.116142571803802,0.0,0.116142571803802,False,9999.999999873107,4
다사732466,369,0.07675984700289916,0.1152818131523926,0.0,0.1152818131523926,False,9999.999999936466,4
다사751478,370,0.0763318497059316,0.1146390252060216,0.0,0.1146390252060216,False,5563.360604935111,3
다사727454,371,0.0762577426927528,0.1145277275526243,0.0,0.1145277275526243,False,9999.995524903208,4
다사728460,372,0.07462597280510845,0.11207705316178021,0.0,0.11207705316178021,False,9999.999816368629,8
다사743481,373,0.0741948402975124,0.1114295565978184,0.0,0.1114295565978184,False,9844.349205897925,6
다사734448,374,0.07337118698222674,0.11019255246997635,0.0,0.11019255246997635,False,984.4619168172925,5
다사736470,375,0.07291907982916387,0.1095135551246288,0.0,0.1095135551246288,False,10000.000000118585,4
다사738466,376,0.07117250582877345,0.10689046212182185,0.0,0.10689046212182185,False,9775.694098140057,2
다사730446,377,0.07032341428196888,0.10561525357373414,0.0,0.10561525357373414,False,9999.999896671923,7
다사727452,378,0.06984585366771005,0.10489802893544314,0.0,0.10489802893544314,False,10000.000000001874,4
다사729460,379,0.0673069111101241,0.1010849168337837,0.0,0.1010849168337837,False,10000.002084833857,4
다사724449,380,0.0648083379621744,0.09733243354940921,0.0,0.09733243354940921,False,10000.000000245796,5
다사736468,381,0.06453651916673861,0.09692420236070513,0.0,0.09692420236070513,False,10000.000000023969,4
다사747478,382,0.06441059963766134,0.09673509005537739,0.0,0.09673509005537739,False,5335.989956764648,5
다사728468,383,0.06304925258206354,0.0946905503249496,0.0,0.0946905503249496,False,9025.397004214337,4
다사726445,384,0.061953546012906834,0.09304496288688968,0.0,0.09304496288688968,False,9999.99999990611,3
다사728471,385,0.06126912368379254,0.09201706288261662,0.0,0.09201706288261662,False,5248.285546523849,5
다사726438,386,0.06000375484204907,0.09011666807884348,0.0,0.09011666807884348,False,9828.61314804655,6
다사738462,387,0.059764387936563766,0.08975717477667497,0.0,0.08975717477667497,False,5534.407536966719,5
다사735453,388,0.058815667690979345,0.08833233881939088,0.0,0.08833233881939088,False,9999.999874581257,3
다사747480,389,0.058440174003662325,0.08776840344443437,0.0,0.08776840344443437,False,5356.368636722211,4
다사730448,390,0.05676719049848103,0.08525583236226349,0.0,0.08525583236226349,False,9999.999999843607,6
다사732471,391,0.0565578360351107,0.0849414132607251,0.0,0.0849414132607251,False,9999.999858541905,7
다사725439,392,0.05587515572710842,0.08391612951169725,0.0,0.08391612951169725,False,10000.000000109576,5
다사727441,393,0.0550763069765263,0.08271637813128932,0.0,0.08271637813128932,False,9999.999038953221,8
다사728466,394,0.053246127339134086,0.07996772196232647,0.0,0.07996772196232647,False,6118.853580680874,5
다사752482,395,0.052863107397501365,0.07939248327870485,0.0,0.07939248327870485,False,10000.000000064525,5
다사729453,396,0.052310268205302386,0.078562201471916,0.0,0.078562201471916,False,9999.999999999354,5
다사722442,397,0.05191292768090503,0.07796545541417935,0.0,0.07796545541417935,False,8353.464353836824,8
다사727461,398,0.05117796107451674,0.07686164546276422,0.0,0.07686164546276422,False,10000.000000152122,4
다사731448,399,0.05083564423060013,0.07634753674603083,0.0,0.07634753674603083,False,5687.253300379913,6
다사722441,400,0.05080909197463611,0.07630765922763631,0.0,0.07630765922763631,False,7931.18911081558,8
다사743474,401,0.050620656588959666,0.07602465745299715,0.0,0.07602465745299715,False,9999.99999985527,6
다사740473,402,0.05049872123159633,0.07584152877787487,0.0,0.07584152877787487,False,9999.999999979875,5
다사744481,403,0.049784619442286314,0.07476905466202734,0.0,0.07476905466202734,False,10000.000000031736,5
다사728469,404,0.049381945330595686,0.07416429835364813,0.0,0.07416429835364813,False,10000.000000010556,6
다사733448,405,0.049297492697875846,0.07403746312656558,0.0,0.07403746312656558,False,9483.008305727119,5
다사724445,406,0.04893287128645684,0.07348985628439741,0.0,0.07348985628439741,False,10000.00000009784,4
다사733473,407,0.04625379758564183,0.06946628815785882,0.0,0.06946628815785882,False,10000.000156800987,7
다사744476,408,0.04529547651852922,0.06802703320214343,0.0,0.06802703320214343,False,10000.000000003718,4
다사729444,409,0.04527114434094037,0.06799048990952479,0.0,0.06799048990952479,False,9999.999793553416,6
다사742485,410,0.0447882944730449,0.0672653216031148,0.0,0.0672653216031148,False,3897.2423478277165,3
다사736474,411,0.04455667623444366,0.06691746564003417,0.0,0.06691746564003417,False,9999.99999995915,3
다사741485,412,0.04430651688492782,0.06654176370060588,0.0,0.06654176370060588,False,675.178515528472,3
다사739454,413,0.04420228253293816,0.06638521928892045,0.0,0.06638521928892045,False,7978.918999911013,7
다사733464,414,0.044091557780736534,0.06621892726655397,0.0,0.06621892726655397,False,10000.00688681078,6
다사739463,415,0.04408621091551081,0.06621089707444221,0.0,0.06621089707444221,False,6674.118206894988,3
다사725441,416,0.04311556224438172,0.06475312790070355,0.0,0.06475312790070355,False,6737.795334503765,3
다사733478,417,0.04239295491956741,0.06366787974226668,0.0,0.06366787974226668,False,10000.000000036922,3
다사739456,418,0.04234044835957393,0.06358902273987824,0.0,0.06358902273987824,False,6226.797756209587,6
다사735480,419,0.04104895333493,0.06164939031574609,0.0,0.06164939031574609,False,4694.842075305388,3
다사728459,420,0.040047891528175276,0.06014594515963555,0.0,0.06014594515963555,False,10000.003638631675,3
다사739472,421,0.038085711101268335,0.05719904354143111,0.0,0.05719904354143111,False,10000.000000170414,2
다사757481,422,0.03794972893050764,0.056994818652849735,0.0,0.056994818652849735,False,32.19588930023176,1
다사738454,423,0.03722292416970033,0.055903266573147266,0.0,0.055903266573147266,False,9999.999537046451,12
다사735450,424,0.03618897441384789,0.054350428634861114,0.0,0.054350428634861114,False,5419.12844637243,3
다사728443,425,0.036087548431800634,0.05419810197492486,0.0,0.05419810197492486,False,10000.000000028265,7
다사731474,426,0.03443276508717046,0.05171286481263425,0.0,0.05171286481263425,False,9999.999999915046,4
다사724456,427,0.032420351167934056,0.04869051999980621,0.0,0.04869051999980621,False,3839.1303979401355,4
다사735469,428,0.03200619480955785,0.048068519073717904,0.0,0.048068519073717904,False,9999.999999925583,4
다사726452,429,0.03174229120910178,0.04767217532440231,0.0,0.04767217532440231,False,10000.0000000924,4
다사737473,430,0.030816565438104373,0.046281873629839945,0.0,0.046281873629839945,False,9999.999999864796,4
다사725446,431,0.0307738717423638,0.04621775408235096,0.0,0.04621775408235096,False,9999.999845340077,5
다사730472,432,0.030444574544763174,0.04572319892770132,0.0,0.04572319892770132,False,10000.000844303173,4
다사734475,433,0.03001110135433523,0.045072187008102275,0.0,0.045072187008102275,False,10000.000000059517,5
다사723449,434,0.029115057203952376,0.043726462669740465,0.0,0.043726462669740465,False,10000.000000111726,5
다사723443,435,0.028936579596364132,0.043458415988914006,0.0,0.043458415988914006,False,9999.999999896054,3
다사741472,436,0.02777105090993545,0.04170796617043599,0.0,0.04170796617043599,False,10000.000000064814,4
다사738463,437,0.0266011379987804,0.039950931901943314,0.0,0.039950931901943314,False,9958.437923560214,4
다사730439,438,0.025793972631851368,0.03873869020727344,0.0,0.03873869020727344,False,1842.0562987859955,3
다사722449,439,0.02564559252919125,0.03851584547870396,0.0,0.03851584547870396,False,5559.005779134128,4
다사731456,440,0.025482377877423218,0.03827072147541947,0.0,0.03827072147541947,False,9999.993101152657,5
다사736462,441,0.025469542649942715,0.03825144488285252,0.0,0.03825144488285252,False,9999.99999999041,4
다사725459,442,0.024700186612273387,0.03709598714752235,0.0,0.03709598714752235,False,9910.858755391397,4
다사735463,443,0.024684480617207655,0.03707239909127633,0.0,0.03707239909127633,False,10000.000140183778,7
다사737467,444,0.02410152850103781,0.03619689217513376,0.0,0.03619689217513376,False,9999.999999937048,2
다사757483,445,0.024030636807409744,0.036090423450950676,0.0,0.036090423450950676,False,4413.6293042187945,3
다사738480,446,0.02233857563233471,0.03354920056107115,0.0,0.03354920056107115,False,1796.9905236949792,3
다사757482,447,0.021451268869760835,0.03221659847279403,0.0,0.03221659847279403,False,1756.7452293535152,3
다사720444,448,0.020879469933043734,0.03135784196457864,0.0,0.03135784196457864,False,4893.485299226423,4
다사741477,449,0.020426455427774586,0.030677481911883523,0.0,0.030677481911883523,False,10000.000000071961,6
다사748481,450,0.019645993934412173,0.02950534544257757,0.0,0.02950534544257757,False,10000.000000043849,4
다사741471,451,0.019619138803854776,0.029465013051829265,0.0,0.029465013051829265,False,10000.000000086266,3
다사741476,452,0.01916659698654945,0.028785362905780043,0.0,0.028785362905780043,False,10000.000000003689,4
다사726444,453,0.019125846340374248,0.02872416152821565,0.0,0.02872416152821565,False,9999.99999986493,5
다사732476,454,0.019043275769846782,0.028600152877142206,0.0,0.028600152877142206,False,10000.00000000176,4
다사736479,455,0.01882253924391405,0.028268639619468253,0.0,0.028268639619468253,False,9999.998015508945,6
다사728440,456,0.01874802384382241,0.028156728629989393,0.0,0.028156728629989393,False,1929.319682370317,3
다사745483,457,0.018626969273788083,0.027974922765740946,0.0,0.027974922765740946,False,9999.999999915359,2
다사740484,458,0.018482986567664696,0.027758682269275848,0.0,0.027758682269275848,False,6987.571533970914,5
다사734479,459,0.018235584031542632,0.027387120651369355,0.0,0.027387120651369355,False,10000.000000040745,1
다사739477,460,0.018235584031542632,0.027387120651369355,0.0,0.027387120651369355,False,9999.999999988358,1
다사725451,461,0.01819503499850005,0.027326222066585193,0.0,0.027326222066585193,False,9999.999999937267,3
다사743484,462,0.018074371382381875,0.027145003356663817,0.0,0.027145003356663817,False,10000.000797594035,2
다사739455,463,0.01798596406210514,0.02701222878017123,0.0,0.02701222878017123,False,5601.846022900863,4
다사729463,464,0.017980227367680655,0.027003613122889743,0.0,0.027003613122889743,False,9999.999995069895,3
다사740455,465,0.01783039744026544,0.026778590974314273,0.0,0.026778590974314273,False,3582.864054872967,3
다사734455,466,0.017385092684530708,0.026109809812666765,0.0,0.026109809812666765,False,9999.996455683806,7
다사733479,467,0.017272136563477963,0.025940166607917682,0.0,0.025940166607917682,False,9555.408660903411,2
다사732478,468,0.017239669001425293,0.025891405184227917,0.0,0.025891405184227917,False,9104.08312633325,2
다사742481,469,0.01686935049250331,0.02533524215343391,0.0,0.02533524215343391,False,6552.890170288981,2
다사732463,470,0.01676034063648674,0.025171525648728047,0.0,0.025171525648728047,False,10000.00000012196,3
다사752478,471,0.016196459273496187,0.024324660152423214,0.0,0.024324660152423214,False,9257.895754467061,2
다사728467,472,0.015621877691921544,0.023461724527689715,0.0,0.023461724527689715,False,2123.206499067489,2
다사742479,473,0.015559954449818015,0.023368725076743712,0.0,0.023368725076743712,False,6915.21414927624,3
다사740474,474,0.01546055782853853,0.023219446213252906,0.0,0.023219446213252906,False,10000.00000002019,2
다사741455,475,0.015083520030747305,0.02265319181523781,0.0,0.02265319181523781,False,3290.3894753349227,4
다사738460,476,0.014734590586572206,0.022129151961624727,0.0,0.022129151961624727,False,8763.219267243467,2
다사741479,477,0.014708261285485417,0.022089609288119847,0.0,0.022089609288119847,False,2857.7055178504916,2
다사726447,478,0.01461404729411556,0.021948113959852307,0.0,0.021948113959852307,False,9999.999980492294,4
다사732451,479,0.014594063853754292,0.021918101820331205,0.0,0.021918101820331205,False,10000.000000020758,6
다사732477,480,0.014584413731821209,0.02190360878006309,0.0,0.02190360878006309,False,9999.999999892763,3
다사732479,481,0.014503615131618089,0.021782261363473797,0.0,0.021782261363473797,False,2627.9097614701345,2
다사726461,482,0.014364826621811462,0.02157382177324608,0.0,0.02157382177324608,False,10000.00000012828,4
다사736454,483,0.014307882444612357,0.02148830013332233,0.0,0.02148830013332233,False,10000.000000011854,4
다사727440,484,0.01342289224210186,0.020159177171890946,0.0,0.020159177171890946,False,2529.2181995750675,3
다사752486,485,0.013369653450537767,0.020079220467165895,0.0,0.020079220467165895,False,10000.000000034925,4
다사739460,486,0.013354268296849056,0.020056114266696325,0.0,0.020056114266696325,False,3770.9259649474716,3
다사740454,487,0.01333397816193976,0.020025641517820703,0.0,0.020025641517820703,False,6305.656248809845,3
다사737480,488,0.013232017298801637,0.019872511546460782,0.0,0.019872511546460782,False,2333.5701258940635,3
다사733452,489,0.0132247218482161,0.019861554870488872,0.0,0.019861554870488872,False,6488.7875456889,2
다사733460,490,0.012814194184327256,0.01924500370096225,0.0,0.01924500370096225,False,10000.000000130058,2
다사728458,491,0.012669023950225029,0.019026979715030777,0.0,0.019026979715030777,False,10000.00243925255,3
다사726448,492,0.01235631807263938,0.018557342242328127,0.0,0.018557342242328127,False,9999.999999848624,5
다사746480,493,0.012251974256462536,0.018400633431800508,0.0,0.018400633431800508,False,4238.070754815786,4
다사754482,494,0.011989022691291743,0.01800571949713615,0.0,0.01800571949713615,False,9999.999999879294,4
다사738456,495,0.011934233833312182,0.017923434824419254,0.0,0.017923434824419254,False,9999.99999997037,3
다사738477,496,0.011932089546051208,0.01792021442556469,0.0,0.01792021442556469,False,10000.000000020806,5
다사736478,497,0.0119093608330183,0.017886079296960865,0.0,0.017886079296960865,False,9999.999938068828,3
다사741454,498,0.011891854000102332,0.01785978665152304,0.0,0.01785978665152304,False,2245.9450785082954,3
다사734480,499,0.01183183489548054,0.017769646930370104,0.0,0.017769646930370104,False,3563.8696192883126,2
다사730445,500,0.011562106914125911,0.017364555831799758,0.0,0.017364555831799758,False,9999.999999963122,3
다사733451,501,0.01152026420467236,0.01730171433847536,0.0,0.01730171433847536,False,1955.8994251210397,4
다사752477,502,0.011450507549181685,0.017196950271865016,0.0,0.017196950271865016,False,7291.932760672145,2
다사730462,503,0.011269563757995342,0.016925199752015205,0.0,0.016925199752015205,False,10000.00000007315,5
다사733459,504,0.01093769749977166,0.016426786252432785,0.0,0.016426786252432785,False,9999.999999955908,2
다사728450,505,0.01092855029239356,0.01641304851463104,0.0,0.01641304851463104,False,9999.999999783719,8
다사729451,506,0.010715060323091725,0.016092418501519695,0.0,0.016092418501519695,False,10000.000000061938,6
다사730464,507,0.009821514262074206,0.014750445919873102,0.0,0.014750445919873102,False,9999.999999973423,3
다사725461,508,0.009707940074647137,0.014579874471842369,0.0,0.014579874471842369,False,9630.424557608712,4
다사753482,509,0.00938503867246899,0.014094924845625153,0.0,0.014094924845625153,False,10000.00000000706,3
다사738475,510,0.00938420688066117,0.014093675618698379,0.0,0.014093675618698379,False,9999.999999963351,4
다사742473,511,0.009340384243830465,0.014027860570490016,0.0,0.014027860570490016,False,10000.000000246517,3
다사742483,512,0.009278423417454672,0.013934804673586624,0.0,0.013934804673586624,False,9999.991816425292,5
다사738464,513,0.009244881933928657,0.013884430380415428,0.0,0.013884430380415428,False,9998.98079879794,5
다사737454,514,0.008882551225115642,0.013340263831058205,0.0,0.013340263831058205,False,10000.000000037115,5
다사725456,515,0.008814480866275428,0.013238032329883671,0.0,0.013238032329883671,False,10000.002366087312,5
다사734453,516,0.00865744015349175,0.013002180659833275,0.0,0.013002180659833275,False,6279.868453183957,5
다사752476,517,0.008356376345221357,0.012550027834533038,0.0,0.012550027834533038,False,2621.9306590246388,2
다사738461,518,0.00805428499024838,0.012096331787723139,0.0,0.012096331787723139,False,6176.380811342426,3
다사725448,519,0.007744933485552835,0.011631732081559364,0.0,0.011631732081559364,False,9999.99999998295,5
다사735472,520,0.007504824893173594,0.011271124876572333,0.0,0.011271124876572333,False,9999.999999867874,3
다사737471,521,0.007467419983001274,0.01121494829423359,0.0,0.01121494829423359,False,9999.99999999418,2
다사727446,522,0.007436331289074075,0.011168257724301477,0.0,0.011168257724301477,False,9999.999999990043,4
다사734473,523,0.007333542196627358,0.011013883876355964,0.0,0.011013883876355964,False,10000.000000069089,6
다사737475,524,0.007189183997543128,0.01079707944560696,0.0,0.01079707944560696,False,10000.000000048283,4
다사733480,525,0.007056843514334207,0.010598323827227318,0.0,0.010598323827227318,False,1008.6660829529762,2
다사738479,526,0.006286442014449754,0.009441295963966357,0.0,0.009441295963966357,False,9365.32653093004,4
다사751485,527,0.006256486568257235,0.009396307362689805,0.0,0.009396307362689805,False,10000.000000133536,4
다사739474,528,0.006124292214246839,0.009197771208517273,0.0,0.009197771208517273,False,9999.999999927075,3
다사731477,529,0.005980011076378852,0.008981082512192961,0.0,0.008981082512192961,False,5525.685577771926,4
다사744475,530,0.005883762673391284,0.00883653180185856,0.0,0.00883653180185856,False,9999.999999961019,4
다사725447,531,0.005742215891741604,0.008623949699736282,0.0,0.008623949699736282,False,9999.999782118592,7
다사734452,532,0.005679469042745291,0.008529713314382084,0.0,0.008529713314382084,False,3893.3188952608343,2
다사736458,533,0.0056198301419058015,0.008440144602462524,0.0,0.008440144602462524,False,9999.999999980537,2
다사732459,534,0.005498238443402357,0.00825753205156431,0.0,0.00825753205156431,False,9999.999670077119,6
다사729450,535,0.0054465106871525735,0.00817984469595305,0.0,0.00817984469595305,False,10000.000000011125,8
다사728451,536,0.005096892691980896,0.007654770741694477,0.0,0.007654770741694477,False,9999.999999899204,6
다사742470,537,0.004880613218494925,0.0073299513103820884,0.0,0.0073299513103820884,False,9828.574423389027,5
다사735476,538,0.004797487994578613,0.007205109652849744,0.0,0.007205109652849744,False,9999.99999989615,5
다사752487,539,0.004740708360307854,0.007119835131802097,0.0,0.007119835131802097,False,9999.99999998032,4
다사730444,540,0.0047061375359803296,0.007067914922652915,0.0,0.007067914922652915,False,5191.5968365768,5
다사731478,541,0.004616845222027207,0.0069338112179816455,0.0,0.0069338112179816455,False,648.0236907495478,2
다사741484,542,0.004532110850590842,0.0068065528614721085,0.0,0.0068065528614721085,False,9773.93680832136,3
다사756481,543,0.004230164870395459,0.006353075145841884,0.0,0.006353075145841884,False,9040.94685940623,4
다사732458,544,0.004106132238336764,0.006166796677709322,0.0,0.006166796677709322,False,10000.000173759698,6
다사754484,545,0.003952430502117378,0.005935959651218474,0.0,0.005935959651218474,False,9999.99999994487,2
다사744474,546,0.003932362588747945,0.005905820645869414,0.0,0.005905820645869414,False,6869.637859147245,3
